Date,Symbol,Open,High,Low,Last,ChangePercent,Volumn,Money,Net5D,Net13D,Net34D,Money5
7/1/2019,LVT,0.01,0.02,0.01,0.01,0.0,122522408,1320700,1320700,1320700.0,1320700.0,1320700.0
7/2/2019,LVT,0.01,0.02,0.01,0.02,100.0,77210796,1364110,2684810,2684810.0,2684810.0,1342405.0
7/3/2019,LVT,0.03,0.03,0.02,0.03,50.0,55117931,1652550,4337360,4337360.0,4337360.0,1445786.6666666667
7/4/2019,LVT,0.04,0.04,0.02,0.03,0.0,12951359,389070,4726430,4726430.0,4726430.0,1181607.5
7/5/2019,LVT,0.02,0.03,0.02,0.02,-33.33,21968921,464530,5190960,5190960.0,5190960.0,1038192.0
7/8/2019,LVT,0.02,0.03,0.02,0.02,0.0,39080614,781690,4651950,5972650.0,5972650.0,930390.0
7/9/2019,LVT,0.02,0.03,0.01,0.02,0.0,101282870,1965390,5253230,7938040.0,7938040.0,1050646.0
