Date,Symbol,Open,High,Low,Last,ChangePercent,Volumn,Money,Net5D,Net13D,Net34D,SMA5,Vol5
8/6/2019,PRIME-W1,0.06,0.06,0.06,0.06,0.0,200000.0,12000.0,12000.0,12000.0,12000.0,0.06,200000.0
8/8/2019,PRIME-W1,0.06,0.06,0.06,0.06,0.0,310000.0,18600.0,30600.0,30600.0,30600.0,0.06,255000.0
8/14/2019,PRIME-W1,0.05,0.05,0.05,0.05,-16.67,400000.0,20000.0,38600.0,50600.0,50600.0,0.056666666666666664,303333.3333333333
,,,,,,,,,,,,0.056666666666666664,303333.3333333333
