Date,Symbol,Open,High,Low,Last,ChangePercent,Volumn,Money,Net5D,Net13D,Net34D,SMA5,Vol5,Money5
1/5/2015,CGS,1.33,1.34,1.3,1.34,0.0,328689.0,434000.0,3061000.0,43011000.0,3055017000.0,1.34,328689.0,434000.0
1/6/2015,CGS,1.31,1.33,1.28,1.31,-2.24,365109.0,477000.0,2287000.0,32653000.0,2958969000.0,1.3250000000000002,346899.0,455500.0
1/7/2015,CGS,1.31,1.37,1.31,1.32,0.76,884929.0,1176000.0,2840000.0,27988000.0,2919355000.0,1.3233333333333337,526242.3333333335,695666.6666666666
,,,,,,,,,,,,1.3233333333333337,526242.3333333335,695666.6666666666
