Date,Symbol,Open,High,Low,Last,ChangePercent,Volumn,Money,Net5D,Net13D,Net34D,Money5
1/5/2015,WAT-W2,0.03,0.03,0.02,0.03,0.0,32321456,953000,2179000,21176000.0,54702000.0,953000.0
1/6/2015,WAT-W2,0.03,0.04,0.02,0.03,0.0,232134052,7120000,9260000,18477000.0,59121000.0,4036500.0
1/7/2015,WAT-W2,0.03,0.03,0.02,0.03,0.0,4928148,146000,9076000,15050000.0,54697000.0,2739666.6666666665
1/8/2015,WAT-W2,0.03,0.03,0.02,0.02,-33.33,6515100,154000,8841000,13697000.0,53733000.0,2093250.0
1/9/2015,WAT-W2,0.02,0.03,0.02,0.02,0.0,129293477,2593000,10966000,15128000.0,53495000.0,2193200.0
1/12/2015,WAT-W2,0.02,0.03,0.02,0.02,0.0,29470441,590000,10603000,15629000.0,53526000.0,2120600.0
1/13/2015,WAT-W2,0.02,0.03,0.02,0.02,0.0,16333483,344000,3827000,15664000.0,51691000.0,765400.0
1/14/2015,WAT-W2,0.02,0.03,0.02,0.03,50.0,18344900,467000,4148000,13767000.0,51432000.0,829600.0
1/15/2015,WAT-W2,0.03,0.03,0.02,0.02,-33.33,97252200,2757000,6751000,16350000.0,53345000.0,1350200.0
1/16/2015,WAT-W2,0.02,0.03,0.02,0.02,0.0,15758870,337000,4495000,16648000.0,53170000.0,899000.0
1/19/2015,WAT-W2,0.03,0.03,0.02,0.03,50.0,10039635,277000,4182000,16595000.0,53201000.0,836400.0
1/20/2015,WAT-W2,0.03,0.03,0.02,0.02,-33.33,58631804,1204000,5042000,17410000.0,53910000.0,1008400.0
